Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Accesibilidad y movilidad en aceras y calzadas. Año 2024;urbanismo-infraestructuras;Calzada, acera, movilidad, accesibilidad, mejora, conservación de vías;22/11/2024;;;;anual;Dirección General de Conservación de Vías Públicas;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,wms,;1399;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b721bf7618f23910VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de percepción de la ciudad de Madrid por parte de las personas mayores 2024;sociedad-bienestar;Estudios de opinion, mayores, ciudades amigables;23/10/2024;24/10/2024;;;sindefinir;Dirección General de Mayores y Prevención de la Soledad no Deseada;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1093;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a27eb600a4a92910VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción realizada entre las personas que utilizan los servicios analíticos del Laboratorio Municipal de Salud Pública;salud;alimentos, aguas, estupefacientes, ensayos acreditados, seguridad alimentaria, Estudios de opinion;05/11/2024;15/07/2025;;;anual;Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1736;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=59217dc5a1a92910VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de las personas usuarias de la Red de Escuelas de Música y Danza;sociedad-bienestar;calidad, profesorado, dotación, escuelas, estructura, enseñanza, música, danza, escuelas municipales, Estudios de opinion;30/09/2024;05/05/2025;;;anual;Dirección General de Educación, Juventud y Voluntariado;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;439;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=59a756d3a6ae1910VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Miembros y colaboradores de la comunidad The Participatory Group;sociedad-bienestar;participación ciudadana, innovación, buenas prácticas, procesos participativos;13/09/2024;07/07/2025;01/01/2024;02/07/2025;semestral;Dirección General de Participación Ciudadana;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;731;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5c242110246d1910VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de personas usuarias de los Puntos de Encuentro Familiar (PEF);sociedad-bienestar;Estudios de opinión, puntos de encuentro familiar, PEF;20/09/2024;16/07/2025;;;anual;Dirección General de Familia e Infancia;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;428;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9b59f21c70d21910VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de las personas usuarias del Archivo de Villa;sociedad-bienestar;archivo, calidad, cultura, Estudios de opinión, Madrid, patrimonio, servicios, usuarias, villa;11/10/2024;08/09/2025;;;anual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;817;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=af09f21c70d21910VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Ofertas de Empleo Público del Ayuntamiento de Madrid y sus organismos autónomos;empleo;oferta empleo público, oep, oposiciones, funcionario, trabajo, administración, selección;05/08/2024;20/12/2024;01/01/2018;18/12/2024;anual;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;826;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5e79f2c137221910VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Evaluación del Plan de Formación del Ayuntamiento de Madrid;empleo;evaluación, formación, Escuela Madrid Talento;10/06/2024;09/04/2025;01/01/2023;31/12/2024;anual;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;981;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=114d3a4959100910VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Ejecución del plan de formación del Ayuntamiento de Madrid;empleo;ejecución, formación, Escuela Madrid Talento;10/06/2024;30/06/2025;01/01/2024;30/06/2025;trimestral;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1100;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a8e1838311100910VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Viviendas de uso turístico con licencia;vivienda;viviendas turísticas, geoportal, licencia;11/06/2024;;;;sindefinir;Agencia de Actividades;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,shp,;1194;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c012f82facdcf810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Proyecto de investigación de acompañamiento social;sociedad-bienestar;Investigación de Inclusión Social, Investigación en colaboración con el Ministerio de Inclusión social, Familias Vulnerables con menores a cargo.;22/05/2024;24/05/2024;;;informacionhistorica;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1039;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7dbf4892cc59f810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Plantilla municipal: procesos selectivos de estabilización;sector-publico;procesos de estabilización, empleo público, procesos selectivos;12/06/2024;02/01/2025;;01/01/2025;mensual;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;746;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=814c16a1cb59f810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Plantilla municipal: situaciones administrativas, permisos y premios;sector-publico;situaciones administrativas, permisos, premios, empleo público;30/07/2024;20/05/2024;01/01/2021;31/12/2023;anual;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1120;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a6c3145ded49f810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mentoring;empleo;mentoring, mentores, mentorizados, mentees;30/07/2024;01/07/2025;01/01/2020;30/06/2025;semestral;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1331;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=607c30eef868f810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de las personas usuarias de los museos y exposiciones municipales;cultura-ocio;servicios públicos, Estudios de opinion, cultura;17/05/2024;13/08/2025;;;anual;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1050;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e43a85f3be58f810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Deportes. Listas de espera de las clases de actividad dirigida en Centros Deportivos Municipales;deporte;clases deportivas, actividades deportivas, polideportivos CDM, clases en Centros Deportivos Municipales.;20/05/2024;22/09/2025;;;trimestral;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;5935;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=521e319a0e08f810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Personas en tratamiento en los centros de atención a las adicciones (CAD);salud;tratamiento, adicciones, distritos, CAD, centros, reingresos;29/04/2024;19/08/2025;01/01/2018;30/06/2025;anual;Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;10785;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=31754898f592f810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Problemáticas sociales identificadas en Centros de Servicios Sociales Atención Social Primaria;sociedad-bienestar;servicios,sociales,problemáticas;15/07/2024;19/10/2025;;;diaria;Dirección General de Servicios Sociales y Atención a la Discapacidad;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,xml,;6295;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=75996c6b81f0f810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planes de formación del Centro Integral de Formación de Seguridad y Emergencias (CIFSE);seguridad;Samur, Proteccion Civil, Movilidad, Policía Municipal, Bomberos, formacion, CIFSE;07/05/2024;29/07/2025;;;anual;Coordinación General de Seguridad y Emergencias;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,xml,;3731;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=6fdfb9a5742fe810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2024;sector-publico;RPT, Plantilla, Recursos humanos;18/04/2024;22/01/2025;01/01/2024;31/12/2024;trimestral;Dirección General de Costes y Gestión de Personal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;8359;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=05598fbd8dfee810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción con el Programa de Escuelas Municipales de Promoción Deportiva en centros escolares;deporte;escuelas, deporte escolar, promoción, Estudios de opinion;11/04/2024;05/06/2025;;;anual;Dirección General de Deporte;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;557;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=23c3cd56a4cce810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Parque Tecnológico de Valdemingómez (PTV): biogás y biometano generado a partir de los residuos;medio-ambiente;Residuos, reciclaje, Valdemingómez, tratamiento, gestión residuos, biogás, biometano, Biometanización las Dehesas, Biometanización la Paloma, Planta de Tratamiento de Biogás.;12/03/2024;30/07/2025;01/01/2020;30/06/2025;semestral;Dirección General del Parque Tecnológico de Valdemingómez;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1095;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ad54d4b93923e810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Parque Tecnológico de Valdemingómez (PTV): energía eléctrica generada a partir de los residuos;medio-ambiente;gestión de residuos, energía eléctrica;12/03/2024;30/07/2025;01/01/2020;30/06/2025;trimestral;Dirección General del Parque Tecnológico de Valdemingómez;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1126;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2ec957f20923e810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Parque Tecnológico de Valdemingómez (PTV): recuperación de materiales;medio-ambiente;residuos, reciclaje, Valdemingómez, tratamiento, gestión residuos, restos, plásticos, metales, briks, biorresiduos, papel-cartón, vidrio, compost, bioestabilizado;12/03/2024;31/07/2025;;30/06/2025;trimestral;Dirección General del Parque Tecnológico de Valdemingómez;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1315;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=926300d72623e810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Parque Tecnológico de Valdemingómez (PTV): entradas de residuos;medio-ambiente;residuos, reciclaje, Valdemingómez, tratamiento, gestión residuos, restos, plásticos, metales, briks, biorresiduos, poda, vidrio, compost, voluminosos, vertido directo, Las Dehesas, La Paloma, Las Lomas, planta de Biometanización de las Dehesas, particulares, zonas verdes, limpieza espacios públicos, parques y jardines, recogida domiciliaria, actividades económicas, ciudadanos, distritos ciudad Madrid;12/03/2024;30/07/2025;;30/06/2025;bimestral;Dirección General del Parque Tecnológico de Valdemingómez;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1295;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7688255b2a13e810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Encuesta de satisfacción de la ciudadanía con el servicio de información de calidad del aire y contaminación atmosférica a través del sitio https://airedemadrid.madrid.es;medio-ambiente;calidad, aire, contaminación, salud, airedemadrid, Estudios de opinion;14/03/2024;11/03/2024;01/01/2023;31/12/2023;sindefinir;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;354;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8d3ae2b0b4d2e810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de las personas usuarias del Servicio de los Agentes de Movilidad;medio-ambiente;Estudios de opinión, agentes movilidad;11/03/2024;12/06/2025;01/01/2023;31/12/2024;sindefinir;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;968;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4d4e4ac6d60dd810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de las personas usuarias de los Apartamentos  Municipales para Mayores;sociedad-bienestar;sondeos encuestas, apartamentos, mayores;04/03/2024;02/02/2024;;;sindefinir;Dirección General de Mayores y Prevención de la Soledad No Deseada;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;849;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=154a04c14396d810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Presupuestos. Presupuesto General 2025;sector-publico;Presupuesto general , 2025;02/01/2025;02/01/2025;;;sindefinir;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;5952;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=09506692c611d810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Piscinas de comunidades de vecinos;economia;piscinas, comunidades de vecinos;22/01/2024;18/01/2024;18/01/2024;18/01/2024;anual;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;909;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ea9a2618683fc810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudios de satisfacción de las personas usuarias del programa "Acompañamiento a la integración social de  personas mayores que se sienten solas";sociedad-bienestar;Estudios de opinión, mayores, acompañamiento;12/12/2023;30/11/2023;;;sindefinir;Dirección General de Mayores y Prevención de la Soledad No Deseada;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;770;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=e13c92c682f1c810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Gastos protocolarios y de viajes (Corporación 2023-2027);sector-publico;gastos, protocolarios, viajes;17/11/2023;24/09/2025;30/06/2023;30/06/2025;trimestral;Secretarías Generales Técnicas de las Áreas de Gobierno, Coordinaciones de los Distritos, y Gerencias de los Organismos Autónomos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;4794;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=795bba3a14cdb810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Estudio de satisfacción de los clientes de la línea Bus Rapid BR1;transporte;EMT, autobuses, Estudios de opinión, bus rapid;04/12/2023;13/11/2023;;;sindefinir;Empresa Municipal de Transportes, S.A.;Ayuntamiento de Madrid;https://mobilitylabs.emtmadrid.es/sip/terms-of-use;Madrid,;csv,;1028;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=aeda10ee5d7cb810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
